Iceland;45.3% of GDP (2014 est.);45.3
India;9.1% of GDP (2014 est.);9.1
Indonesia;15.7% of GDP (2014 est.);15.7
Iran;15% of GDP (2014 est.);15
Iraq;43.6% of GDP (2014 est.);43.6
Ireland;32.8% of GDP (2014 est.);32.8
Isle of Man;23.7% of GDP (FY05/06 est.);23.7
Israel;24.1% of GDP (2014 est.);24.1
Italy;46.5% of GDP (2014 est.);46.5
Jamaica;27.5% of GDP (2014 est.);27.5
Japan;31.7% of GDP (2013 est.);31.7
Jersey;14.4% of GDP (2005);14.4
Jordan;26.9% of GDP (2014 est.);26.9
Kazakhstan;18.6% of GDP (2014 est.);18.6
Kenya;18.8% of GDP (2014 est.);18.8
Kiribati;120.7% of GDP (2013 est.);120.7
Korea, North;"11.4% of GDP
note: excludes earnings from state-operated enterprises (2007 est.)";11.4
Korea, South;24.9% of GDP (2014 est.);24.9
Kosovo;23.3% of GDP (2014 est.);23.3
Kuwait;69.7% of GDP (2014 est.);69.7
Kyrgyzstan;26.6% of GDP (2014 est.);26.6
Laos;23.4% of GDP (2014 est.);23.4
Latvia;36.4% of GDP (2014 est.);36.4
Lebanon;21.6% of GDP (2014 est.);21.6
Lesotho;55.3% of GDP (2014 est.);55.3
Liberia;23.7% of GDP (2014 est.);23.7
Libya;37% of GDP (2014 est.);37
Liechtenstein;19.5% of GDP (2012 est.);19.5
Lithuania;32.2% of GDP (2014 est.);32.2
Luxembourg;43.7% of GDP (2014 est.);43.7
Macau;45.1% of GDP (2014 est.);45.1
Macedonia;26.5% of GDP (2014 est.);26.5
Madagascar;21.2% of GDP (2014 est.);21.2
Malawi;28.7% of GDP (2014 est.);28.7
Malaysia;20.2% of GDP (2014 est.);20.2
Maldives;31.7% of GDP (2013 est.);31.7
Mali;22.4% of GDP (2014 est.);22.4
Malta;44.7% of GDP (2015 est.);44.7
Marshall Islands;63.8% of GDP (2013 est.);63.8
Mauritania;45.6% of GDP (2014 est.);45.6
Mauritius;22% of GDP (2014 est.);22
Mexico;23.2% of GDP (2014 est.);23.2
Micronesia, Federated States of;63% of GDP (2013 est.);63
Moldova;37.7% of GDP (2014 est.);37.7
Monaco;17.5% of GDP (2011 est.);17.5
Mongolia;30.1% of GDP (2014 est.);30.1
Montenegro;33.5% of GDP (2014 est.);33.5
Morocco;26.1% of GDP (2014 est.);26.1
Mozambique;32.1% of GDP (2014 est.);32.1
Namibia;38.3% of GDP (2014 est.);38.3
Nepal;20.8% of GDP (2014 est.);20.8
Netherlands;47% of GDP (2014 est.);47
New Zealand;41.1% of GDP (2014 est.);41.1
Nicaragua;24.5% of GDP (2014 est.);24.5
Nigeria;3.8% of GDP (2014 est.);3.8
Niger;21.2% of GDP (2014 est.);21.2
Northern Mariana Islands;20% of GDP (2013 est.);20
Norway;57.5% of GDP (2014 est.);57.5
Oman;49.8% of GDP (2014 est.);49.8
Pakistan;15.5% of GDP (FY2014 est.);15.5
Palau;19% of GDP (2012 est.);19
Panama;24.3% of GDP (2014 est.);24.3
Papua New Guinea;27.7% of GDP (2014 est.);27.7
Paraguay;16.7% of GDP (2014 est.);16.7
Peru;30.9% of GDP (2014 est.);30.9
Philippines;15.1% of GDP (2014 est.);15.1
Poland;16.8% of GDP (2014 est.);16.8
Portugal;43.7% of GDP (2014 est.);43.7
Puerto Rico;14.7% of GDP (2014 est.);14.7
Qatar;43% of GDP (2014 est.);43
Romania;32.1% of GDP (2014 est.);32.1
Russia;20.2% of GDP (2014 est.);20.2
Rwanda;24.4% of GDP (2014 est.);24.4
Saint Kitts and Nevis;31.9% of GDP (2014 est.);31.9
Saint Lucia;13.8% of GDP (2011 est.);13.8
Saint Pierre and Miquelon;32.5% of GDP (1996);32.5
Saint Vincent and the Grenadines;24.9% of GDP (2014 est.);24.9
Samoa;26% of GDP (2014 est.);26
San Marino;35.9% of GDP (2011 est.);35.9
Sao Tome and Principe;27.2% of GDP (2014 est.);27.2
Saudi Arabia;35.9% of GDP (2014 est.);35.9
Senegal;24.2% of GDP (2014 est.);24.2
Serbia;38.4% of GDP (2014 est.);38.4
Seychelles;33.8% of GDP (2014 est.);33.8
Sierra Leone;13.5% of GDP (2014 est.);13.5
Singapore;15.4% of GDP (2015 est.);15.4
Slovakia;36.5% of GDP (2014 est.);36.5
Slovenia;40.1% of GDP (2014 est.);40.1
Solomon Islands;38.8% of GDP (2014 est.);38.8
South Africa;25.5% of GDP (2014 est.);25.5
South Sudan;3.7% of GDP (FY 2013 est.);3.7
Spain;37.8% of GDP (2014 est.);37.8
Sri Lanka;13.9% of GDP (2014 est.);13.9
Sudan;10.4% of GDP (2014 est.);10.4
Suriname;21.9% of GDP (2014 est.);21.9
Svalbard;NA% of GDP;NA
Swaziland;35.1% of GDP (2014 est.);35.1
Sweden;52.1% of GDP (2014 est.);52.1
Switzerland;33.6% of GDP (2014 est.);33.6
Syria;2.7% of GDP (2014 est.);2.7
Taiwan;16.1% of GDP (2014 est.);16.1
Tajikistan;30.9% of GDP (2014 est.);30.9
Tanzania;17.6% of GDP (2014 est.);17.6
Thailand;20.5% of GDP (2014 est.);20.5
Timor-Leste;8.9% of GDP (2014 est.);8.9
Togo;22.5% of GDP (2014 est.);22.5
Tonga;29.2% of GDP (FY13/14 est.);29.2
Trinidad and Tobago;29.3% of GDP (2014 est.);29.3
Tunisia;25.3% of GDP (2014 est.);25.3
Turkey;23.3% of GDP (2014 est.);23.3
Turkmenistan;16.2% of GDP (2014 est.);16.2
Tuvalu;109.4% of GDP (2013 est.);109.4
Uganda;13.2% of GDP (2014 est.);13.2
Ukraine;29% of GDP (2014 est.);29
United Arab Emirates;33.8% of GDP (2014 est.);33.8
United Kingdom;32.9% of GDP (2014 est.);32.9
United States;"17.4% of GDP
note: excludes contributions for social security and other programs; if social contributions were added, taxes and other revenues would amount to approximately 22% of GDP (2014 est.)";17.4
Uruguay;30.2% of GDP (2014 est.);30.2
Uzbekistan;29.6% of GDP (2014 est.);29.6
Vanuatu;19.6% of GDP (2014 est.);19.6
Venezuela;68.2% of GDP (2014 est.);68.2
Vietnam;23% of GDP (2014 est.);23
Virgin Islands;24.1% of GDP (2013);24.1
Wallis and Futuna;NA%;NA
West Bank;41.3% of GDP (2014 est.);41.3
Western Sahara;NA%;NA
World;28% of GDP (2014 est.);28
Yemen;22.6% of GDP (2014 est.);22.6
Zambia;20.4% of GDP (2014 est.);20.4
Zimbabwe;27.2% of GDP (2014);27.2
