Cote d'Ivoire;"1.65% of GDP (2012)
1.49% of GDP (2011)
1.65% of GDP (2010)";1.65
Croatia;"1.7% of GDP (2012)
1.77% of GDP (2011)
1.7% of GDP (2010)";1.7
Cyprus;"2.1% of GDP (2013)
2.05% of GDP (2012)
2.14% of GDP (2011)
2.05% of GDP (2010)";2.1
Czech Republic;"1.04% of GDP (2015)
1.08% of GDP (2014)
1.06% of GDP (2013)
1.13% of GDP (2012)
1.15% of GDP (2011)";1.04
Denmark;"1.37% of GDP (2013)
1.41% of GDP (2012)
1.35% of GDP (2011)
1.41% of GDP (2010)";1.37
Dominican Republic;"0.61% of GDP (2012)
0.63% of GDP (2011)
0.61% of GDP (2010)";0.61
Ecuador;"2.83% of GDP (2012)
3.2% of GDP (2011)
2.83% of GDP (2010)";2.83
Egypt;"1.67% of GDP (2013)
1.72% of GDP (2012)
1.86% of GDP (2011)
1.72% of GDP (2010)";1.67
El Salvador;"0.99% of GDP (2012)
1.11% of GDP (2011)
0.99% of GDP (2010)";0.99
Estonia;"2% of GDP (2013)
1.92% of GDP (2012)
1.69% of GDP (2011)
1.92% of GDP (2010)";2
Ethiopia;"0.91% of GDP (2012)
1.1% of GDP (2011)
0.91% of GDP (2010)";0.91
European Union;"1.65% of GDP (2012)
1.66% of GDP (2011)
1.65% of GDP (2010)";1.65
Fiji;"1.47% of GDP (2012)
1.44% of GDP (2011)
1.47% of GDP (2010)";1.47
Finland;"1.47% of GDP (2012)
1.42% of GDP (2011)
1.47% of GDP (2010)";1.47
France;"1.8% of GDP (2014)
1.9% of GDP (2013)
1.9% of GDP (2012)";1.8
Gabon;"1.34% of GDP (2012)
NA% (2011)
1.34% of GDP (2010)";1.34
Georgia;"2.7% of GDP (2013)
2.88% of GDP (2012)
3.25% of GDP (2011)
2.88% of GDP (2010)";2.7
Germany;"1.35% of GDP (2012)
1.34% of GDP (2011)
1.35% of GDP (2010)";1.35
Ghana;"0.56% of GDP (2014)
0.61% of GDP (2013)
0.27% of GDP (2012)";0.56
Greece;"1.72% of GDP (2012)
2.31% of GDP (2011)
2.63% of GDP (2010)";1.72
Guatemala;"0.42% of GDP (2012)
0.41% of GDP (2011)
0.42% of GDP (2010)";0.42
Guinea-Bissau;"1.85% of GDP (2012)
1.81% of GDP (2011)
1.85% of GDP (2010)";1.85
Guyana;"1.09% of GDP (2012)
1.17% of GDP (2011)
1.09% of GDP (2010)";1.09
Honduras;"1.05% of GDP (2012)
1.13% of GDP (2011)
1.05% of GDP (2010)";1.05
Hungary;"0.83% of GDP (2012)
0.99% of GDP (2011)
0.83% of GDP (2010)";0.83
Iceland;"0.13% of GDP (2012)
0.14% of GDP (2011)
0.13% of GDP (2010)";0.13
India;"2.4% of GDP (2013)
2.5% of GDP (2012)
2.6% of GDP (2011)
2.7% of GDP (2010)";2.4
Indonesia;"0.78% of GDP (2012)
0.67% of GDP (2011)
0.78% of GDP (2010)";0.78
Iraq;"8.7% of GDP (2014)
3.4% of GDP (2013)
2.88% of GDP (2012)
3.27% of GDP (2011)
2.88% of GDP (2010)";8.7
Ireland;"0.49% of GDP (2014)
0.51% of GDP (2013)
0.55% of GDP (2012)
0.59% of GDP (2011)
0.55% of GDP (2010)";0.49
Israel;"5.69% of GDP (2012)
5.87% of GDP (2011)
5.69% of GDP (2010)";5.69
Italy;"1.69% of GDP (2012)
1.72% of GDP (2011)
1.69% of GDP (2010)";1.69
Jamaica;"0.86% of GDP (2012)
0.92% of GDP (2011)
0.86% of GDP (2010)";0.86
Japan;"0.97% of GDP (2012)
1.01% of GDP (2011)
0.99% of GDP (2010)";0.97
Jordan;"4.65% of GDP (2012)
4.64% of GDP (2011)
4.65% of GDP (2010)";4.65
Kazakhstan;"1.21% of GDP (2012)
0.97% of GDP (2011)
1.21% of GDP (2010)";1.21
Kenya;"1.96% of GDP (2012)
1.88% of GDP (2011)
1.96% of GDP (2010)";1.96
Korea, South;"2.8% of GDP (2012)
2.77% of GDP (2011)
2.8% of GDP (2010)";2.8
Kuwait;"0% of GDP (2012)
3.35% of GDP (2011)
0% of GDP (2010)";0
Kyrgyzstan;"NA% (2012)
3.74% of GDP (2011)
NA% (2010)";NA
Laos;"NA% (2012)
0.23% of GDP (2011)
NA% (2010)";NA
Latvia;"0.91% of GDP (2014)
0.99% of GDP (2013)
0.92% of GDP (2012)
1.05% of GDP (2011)
0.92% of GDP (2010)";0.91
Lebanon;"4.04% of GDP (2012)
4.06% of GDP (2011)
4.04% of GDP (2010)";4.04
Lesotho;"1.94% of GDP (2012)
2.3% of GDP (2011)
1.94% of GDP (2010)";1.94
Liberia;"0.82% of GDP (2012)
0.86% of GDP (2011)
0.82% of GDP (2010)";0.82
Lithuania;"1.11% of GDP (2015)
0.9% of GDP (2014)
0.8% of GDP (2013)
0.97% of GDP (2012)
0.85% of GDP (2011)";1.11
Luxembourg;"0.6% of GDP (2012)
0.61% of GDP (2011)
0.6% of GDP (2010)";0.6
Macedonia;"1.08% of GDP (2015)
1.17% of GDP (2014)
1.14% of GDP (2013)
1.2% of GDP (2012)
1.3% of GDP (2011)";1.08
Madagascar;"0.69% of GDP (2012)
0.73% of GDP (2011)
0.69% of GDP (2010)";0.69
Malawi;"0.93% of GDP (2012)
0.79% of GDP (2011)
0.93% of GDP (2010)";0.93
Malaysia;"1.5% of GDP (2014)
1.5% of GDP (2013)
1.55% of GDP (2012)
1.67% of GDP (2011)
1.55% of GDP (2010)";1.5
Mali;"1.44% of GDP (2012)
1.51% of GDP (2011)
1.44% of GDP (2010)";1.44
Malta;"0.61% of GDP (2013)
0.61% of GDP (2012)
0.61% of GDP (2011)
0.61% of GDP (2010)";0.61
Mauritius;"0.19% of GDP (2012)
0.16% of GDP (2011)
0.19% of GDP (2010)";0.19
Mexico;"0.59% of GDP (2012)
0.56% of GDP (2011)
0.59% of GDP (2010)";0.59
Moldova;"0.3% of GDP (2014)
0.3% of GDP (2012)
0.3% of GDP (2011)
0.3% of GDP (2010)";0.3
Mongolia;"1.12% of GDP (2012)
0.99% of GDP (2011)
1.12% of GDP (2010)";1.12
Montenegro;"1.74% of GDP (2014)
1.59% of GDP (2013)
1.69% of GDP (2012)
1.75% of GDP (2011)
1.81% of GDP (2010)";1.74
Morocco;"3.55% of GDP (2012)
3.37% of GDP (2011)
3.55% of GDP (2010)";3.55
Namibia;"4.2% of GDP (2015)
3.11% of GDP (2012)
3.38% of GDP (2011)
3.11% of GDP (2010)";4.2
Nepal;"NA% (2012)
1.41% of GDP (2011)
NA% (2010)";NA
Netherlands;"1.2% of GDP (2013)
1.27% of GDP (2012)
1.35% of GDP (2011)
1.27% of GDP (2010)";1.2
New Zealand;"1.13% of GDP (2012)
1.12% of GDP (2011)
1.13% of GDP (2010)";1.13
Nicaragua;"0.63% of GDP (2012)
0.53% of GDP (2011)
0.63% of GDP (2010)";0.63
Nigeria;"0.89% of GDP (2012)
0.98% of GDP (2011)
0.89% of GDP (2010)";0.89
Niger;"1.06% of GDP (2012)
NA% (2011)
1.06% of GDP (2010)";1.06
Norway;"1.4% of GDP (2012)
1.47% of GDP (2011)
1.4% of GDP (2010)";1.4
Oman;"8.61% of GDP (2012)
6.13% of GDP (2011)
8.61% of GDP (2010)";8.61
Pakistan;"3.5% of GDP (2013)
3.5% of GDP (2012)
3.2% of GDP (2011)";3.5
Papua New Guinea;"0.54% of GDP (2012)
0.6% of GDP (2011)
0.54% of GDP (2010)";0.54
Paraguay;"1.66% of GDP (2012)
1.16% of GDP (2011)
1.66% of GDP (2010)";1.66
Peru;"1.28% of GDP (2012)
1.15% of GDP (2011)
1.28% of GDP (2010)";1.28
Philippines;"1.19% of GDP (2012)
1.21% of GDP (2011)
1.19% of GDP (2010)";1.19
Poland;"1.95% of GDP (2014)
1.95% of GDP (2013)
1.91% of GDP (2012)
1.83% of GDP (2011)
1.91% of GDP (2010)";1.95
Portugal;"1.29% of GDP (2014)
1.2% of GDP (2013)
1.78% of GDP (2012)";1.29
Romania;"1.42% of GDP (2014 est.)
1.3% of GDP (2013)
1.29% of GDP (2012)
1.3% of GDP (2011)
1.29% of GDP (2010)";1.42
Russia;"3.49% of GDP (2014)
3.18% of GDP (2013)
2.92% of GDP (2012)
2.71% of GDP (2011)";3.49
Rwanda;"1.12% of GDP (2012)
1.19% of GDP (2011)
1.12% of GDP (2010)";1.12
Saudi Arabia;"7.98% of GDP (2012)
7.25% of GDP (2011)
7.98% of GDP (2010)";7.98
Serbia;"1.44% of GDP (2015 est.)
1.49% of GDP (2014)
1.48% of GDP (2013)
1.77% of GDP (2012)";1.44
Seychelles;"0.89% of GDP (2012)
0.82% of GDP (2011)
0.89% of GDP (2010)";0.89
Sierra Leone;"0.72% of GDP (2012)
0.8% of GDP (2011)
0.72% of GDP (2010)";0.72
Singapore;"3.52% of GDP (2012)
3.47% of GDP (2011)
3.52% of GDP (2010)";3.52
Slovakia;"1.02% of GDP (2014)
1% of GDP (2013)
1.12% of GDP (2012)
1.1% of GDP (2011)
1.12% of GDP (2010)";1.02
Slovenia;"1.18% of GDP (2012)
1.32% of GDP (2011)
1.18% of GDP (2010)";1.18
South Africa;"1.2% of GDP (2014)
1% of GDP (2013)
1.16% of GDP (2012)
1.14% of GDP (2011)
1.16% of GDP (2010)";1.2
South Sudan;"10.32% of GDP (2012)
5.8% of GDP (2011)
10.32% of GDP (2010)";10.32
Spain;"0.86% of GDP (2012)
0.95% of GDP (2011)
0.86% of GDP (2010)";0.86
Sri Lanka;"2.43% of GDP (2012)
2.89% of GDP (2011)
2.43% of GDP (2010)";2.43
Swaziland;"3.17% of GDP (2012)
3.11% of GDP (2011)
3.17% of GDP (2010)";3.17
Sweden;"1.18% of GDP (2012)
1.17% of GDP (2011)
1.18% of GDP (2010)";1.18
Switzerland;"0.64% of GDP (2014)
0.69% of GDP (2013)
0.76% of GDP (2012)
0.75% of GDP (2011)
0.76% of GDP (2010)";0.64
Tanzania;"1.13% of GDP (2012)
1.12% of GDP (2011)
1.13% of GDP (2010)";1.13
Thailand;"1.5% of GDP (2013)
1.47% of GDP (2012)
1.6% of GDP (2011)
1.47% of GDP (2010)";1.5
Timor-Leste;"2.92% of GDP (2012)
2.6% of GDP (2011)
2.92% of GDP (2010)";2.92
Togo;"NA% (2012)
1.6% of GDP (2011)
NA% (2010)";NA
Tunisia;"1.55% of GDP (2012)
1.34% of GDP (2011)
1.55% of GDP (2010)";1.55
Turkey;"2.29% of GDP (2015 forecast)
2.36% of GDP (2014)
2.39% of GDP (2013)
2.31% of GDP (2012)
2.28% of GDP (2011)";2.29
Uganda;"2.2% of GDP (2013)
1.45% of GDP (2012)
3.73% of GDP (2011)
1.45% of GDP (2010)";2.2
Ukraine;"2.77% of GDP (2012)
2.4% of GDP (2011)
2.77% of GDP (2010)";2.77
United Arab Emirates;"NA% (2012)
5.5% of GDP (2011)
NA% (2010)";NA
United Kingdom;"2.49% of GDP (2012)
2.48% of GDP (2011)
2.49% of GDP (2010)";2.49
United States;"4.35% of GDP (2012)
4.75% of GDP (2011)
4.35% of GDP (2010)";4.35
Uruguay;"1.95% of GDP (2012)
1.94% of GDP (2011)
1.95% of GDP (2010)";1.95
Venezuela;"2.6% of GDP (2013)
2.5% of GDP (2012)
1.8% of GDP (2011)";2.6
Vietnam;"2.37% of GDP (2012)
2.17% of GDP (2011)
2.37% of GDP (2010)";2.37
World;"2.42% of GDP (2012)
2.51% of GDP (2011)
2.42% of GDP (2010)";2.42
Yemen;"4.02% of GDP (2012)
3.48% of GDP (2011)
4.02% of GDP (2010)";4.02
Zambia;"1.55% of GDP (2012)
1.59% of GDP (2011)
1.55% of GDP (2010)";1.55
Zimbabwe;2.79% of GDP (2014);2.79
