Comoros;-2.53 migrant(s)/1,000 population (2015 est.);-2.53
Congo, Democratic Republic of the;-0.27 migrant(s)/1,000 population (2015 est.);-0.27
Congo, Republic of the;-5.9 migrant(s)/1,000 population (2015 est.);-5.9
Costa Rica;0.83 migrant(s)/1,000 population (2015 est.);0.83
Cote d'Ivoire;0 migrant(s)/1,000 population (2015 est.);0
Croatia;1.39 migrant(s)/1,000 population (2015 est.);1.39
Cuba;-3.66 migrant(s)/1,000 population (2015 est.);-3.66
Curacao;1.27 migrant(s)/1,000 population (2008);1.27
Cyprus;9.48 migrant(s)/1,000 population (2015 est.);9.48
Czech Republic;2.33 migrant(s)/1,000 population (2015 est.);2.33
Denmark;2.2 migrant(s)/1,000 population (2015 est.);2.2
Djibouti;6.06 migrant(s)/1,000 population (2015 est.);6.06
Dominica;-5.38 migrant(s)/1,000 population (2015 est.);-5.38
Dominican Republic;-1.91 migrant(s)/1,000 population (2015 est.);-1.91
Ecuador;0 migrant(s)/1,000 population (2015 est.);0
Egypt;-0.19 migrant(s)/1,000 population (2015 est.);-0.19
El Salvador;-8.28 migrant(s)/1,000 population (2015 est.);-8.28
Equatorial Guinea;0 migrant(s)/1,000 population (2015 est.);0
Eritrea;0 migrant(s)/1,000 population (2015 est.);0
Estonia;-3.6 migrant(s)/1,000 population (2015 est.);-3.6
Ethiopia;"-0.22 migrant(s)/1,000 population
note: repatriation of Ethiopian refugees residing in Sudan is expected to continue for several years; some Sudanese, Somali, and Eritrean refugees, who fled to Ethiopia from the fighting or famine in their own countries, continue to return to their homes (2015 est.)";-0.22
European Union;2.22 migrant(s)/1,000 population (2014 est.);2.22
Falkland Islands (Islas Malvinas);NA;#VALUE!
Faroe Islands;0 migrant(s)/1,000 population (2015 est.);0
Fiji;-6.75 migrant(s)/1,000 population (2015 est.);-6.75
Finland;3.1 migrant(s)/1,000 population (2015 est.);3.1
France;1.09 migrant(s)/1,000 population (2015 est.);1.09
French Polynesia;-0.84 migrant(s)/1,000 population (2015 est.);-0.84
Gabon;-2.03 migrant(s)/1,000 population (2015 est.);-2.03
Gambia, The;-2.12 migrant(s)/1,000 population (2015 est.);-2.12
Gaza Strip;0 migrant(s)/1,000 population (2015 est.);0
Georgia;-2.7 migrant(s)/1,000 population (2015 est.);-2.7
Germany;1.24 migrant(s)/1,000 population (2015 est.);1.24
Ghana;-2.02 migrant(s)/1,000 population (2015 est.);-2.02
Gibraltar;-3.28 migrant(s)/1,000 population (2015 est.);-3.28
Greece;2.32 migrant(s)/1,000 population (2015 est.);2.32
Greenland;-5.98 migrant(s)/1,000 population (2015 est.);-5.98
Grenada;-3.13 migrant(s)/1,000 population (2015 est.);-3.13
Guam;-6.34 migrant(s)/1,000 population (2015 est.);-6.34
Guatemala;-1.97 migrant(s)/1,000 population (2015 est.);-1.97
Guernsey;2.32 migrant(s)/1,000 population (2015 est.);2.32
Guinea-Bissau;0 migrant(s)/1,000 population (2015 est.);0
Guinea;0 migrant(s)/1,000 population (2015 est.);0
Guyana;-8.06 migrant(s)/1,000 population (2015 est.);-8.06
Haiti;-2.76 migrant(s)/1,000 population (2015 est.);-2.76
Honduras;-1.16 migrant(s)/1,000 population (2015 est.);-1.16
Hong Kong;1.68 migrant(s)/1,000 population (2015 est.);1.68
Hungary;1.33 migrant(s)/1,000 population (2015 est.);1.33
Iceland;4.43 migrant(s)/1,000 population (2015 est.);4.43
India;-0.04 migrant(s)/1,000 population (2015 est.);-0.04
Indonesia;-1.16 migrant(s)/1,000 population (2015 est.);-1.16
Iran;-0.07 migrant(s)/1,000 population (2015 est.);-0.07
Iraq;1.62 migrant(s)/1,000 population (2015 est.);1.62
Ireland;4.09 migrant(s)/1,000 population (2015 est.);4.09
Isle of Man;6.56 migrant(s)/1,000 population (2015 est.);6.56
Israel;2.24 migrant(s)/1,000 population (2015 est.);2.24
Italy;4.1 migrant(s)/1,000 population (2015 est.);4.1
Jamaica;-4.66 migrant(s)/1,000 population (2015 est.);-4.66
Japan;0 migrant(s)/1,000 population (2015 est.);0
Jersey;3.76 migrant(s)/1,000 population (2015 est.);3.76
Jordan;-13.24 migrant(s)/1,000 population (2015 est.);-13.24
Kazakhstan;0.41 migrant(s)/1,000 population (2015 est.);0.41
Kenya;-0.22 migrant(s)/1,000 population (2015 est.);-0.22
Kiribati;-2.87 migrant(s)/1,000 population (2015 est.);-2.87
Korea, North;-0.04 migrant(s)/1,000 population (2015 est.);-0.04
Korea, South;0 migrant(s)/1,000 population (2015 est.);0
Kuwait;-1.58 migrant(s)/1,000 population (2015 est.);-1.58
Kyrgyzstan;-5.22 migrant(s)/1,000 population (2015 est.);-5.22
Laos;-1.09 migrant(s)/1,000 population (2015 est.);-1.09
Latvia;-6.26 migrant(s)/1,000 population (2015 est.);-6.26
Lebanon;-1.1 migrant(s)/1,000 population (2015 est.);-1.1
Lesotho;-7.36 migrant(s)/1,000 population (2015 est.);-7.36
Liberia;0 migrant(s)/1,000 population (2015 est.);0
Libya;7.8 migrant(s)/1,000 population (2015 est.);7.8
Liechtenstein;5.08 migrant(s)/1,000 population (2015 est.);5.08
Lithuania;-6.27 migrant(s)/1,000 population (2015 est.);-6.27
Luxembourg;17.16 migrant(s)/1,000 population (2015 est.);17.16
Macau;3.37 migrant(s)/1,000 population (2015 est.);3.37
Macedonia;-0.48 migrant(s)/1,000 population (2015 est.);-0.48
Madagascar;0 migrant(s)/1,000 population (2015 est.);0
Malawi;0 migrant(s)/1,000 population (2015 est.);0
Malaysia;"-0.33 migrant(s)/1,000 population
note: does not reflect net flow of an unknown number of illegal immigrants from other countries in the region (2015 est.)";-0.33
Maldives;-12.68 migrant(s)/1,000 population (2015 est.);-12.68
Mali;-2.26 migrant(s)/1,000 population (2015 est.);-2.26
Malta;1.98 migrant(s)/1,000 population (2015 est.);1.98
Marshall Islands;-4.83 migrant(s)/1,000 population (2015 est.);-4.83
Mauritania;-0.83 migrant(s)/1,000 population (2015 est.);-0.83
Mauritius;0 migrant(s)/1,000 population (2015 est.);0
Mexico;-1.68 migrant(s)/1,000 population (2015 est.);-1.68
Micronesia, Federated States of;-20.93 migrant(s)/1,000 population (2015 est.);-20.93
Moldova;-9.67 migrant(s)/1,000 population (2015 est.);-9.67
Monaco;3.83 migrant(s)/1,000 population (2015 est.);3.83
Mongolia;-0.84 migrant(s)/1,000 population (2015 est.);-0.84
Montserrat;0 migrant(s)/1,000 population (2015 est.);0
Morocco;-3.36 migrant(s)/1,000 population (2015 est.);-3.36
Mozambique;-1.98 migrant(s)/1,000 population (2015 est.);-1.98
Namibia;0 migrant(s)/1,000 population (2015 est.);0
Nauru;-13.63 migrant(s)/1,000 population (2015 est.);-13.63
Nepal;3.86 migrant(s)/1,000 population (2015 est.);3.86
Netherlands;1.95 migrant(s)/1,000 population (2015 est.);1.95
New Caledonia;"4.01 migrant(s)/1,000 population
note: there has been steady emigration from Wallis and Futuna to New Caledonia (2015 est.)";4.01
New Zealand;2.21 migrant(s)/1,000 population (2015 est.);2.21
Nicaragua;-3 migrant(s)/1,000 population (2015 est.);-3
Nigeria;-0.22 migrant(s)/1,000 population (2015 est.);-0.22
Niger;-0.56 migrant(s)/1,000 population (2015 est.);-0.56
Northern Mariana Islands;7.16 migrant(s)/1,000 population (2015 est.);7.16
Norway;7.25 migrant(s)/1,000 population (2015 est.);7.25
Oman;-0.43 migrant(s)/1,000 population (2015 est.);-0.43
Pakistan;-1.54 migrant(s)/1,000 population (2015 est.);-1.54
Palau;0.71 migrant(s)/1,000 population (2015 est.);0.71
Panama;-0.28 migrant(s)/1,000 population (2015 est.);-0.28
Papua New Guinea;0 migrant(s)/1,000 population (2015 est.);0
Paraguay;-0.07 migrant(s)/1,000 population (2015 est.);-0.07
Peru;-2.53 migrant(s)/1,000 population (2015 est.);-2.53
Philippines;-2.09 migrant(s)/1,000 population (2015 est.);-2.09
Poland;-0.46 migrant(s)/1,000 population (2015 est.);-0.46
Portugal;2.67 migrant(s)/1,000 population (2015 est.);2.67
Puerto Rico;-8.15 migrant(s)/1,000 population (2015 est.);-8.15
Qatar;22.39 migrant(s)/1,000 population (2015 est.);22.39
Romania;-0.24 migrant(s)/1,000 population (2015 est.);-0.24
Russia;1.69 migrant(s)/1,000 population (2015 est.);1.69
Rwanda;0.85 migrant(s)/1,000 population (2015 est.);0.85
Saint Helena, Ascension, and Tristan da Cunha;0 migrant(s)/1,000 population (2015 est.);0
Saint Kitts and Nevis;1.21 migrant(s)/1,000 population (2015 est.);1.21
Saint Lucia;-2.93 migrant(s)/1,000 population (2015 est.);-2.93
Saint Pierre and Miquelon;-8.49 migrant(s)/1,000 population (2015 est.);-8.49
Saint Vincent and the Grenadines;-9.17 migrant(s)/1,000 population (2015 est.);-9.17
Samoa;-9.78 migrant(s)/1,000 population (2015 est.);-9.78
San Marino;8.03 migrant(s)/1,000 population (2015 est.);8.03
Sao Tome and Principe;-8.63 migrant(s)/1,000 population (2015 est.);-8.63
Saudi Arabia;-0.55 migrant(s)/1,000 population (2015 est.);-0.55
Senegal;-1.59 migrant(s)/1,000 population (2015 est.);-1.59
Serbia;0 migrant(s)/1,000 population (2015 est.);0
Seychelles;1 migrant(s)/1,000 population (2015 est.);1
Sierra Leone;"-2.77 migrant(s)/1,000 population
note: refugees currently in surrounding countries are slowly returning (2015 est.)";-2.77
Singapore;14.05 migrant(s)/1,000 population (2015 est.);14.05
Sint Maarten;6.63 migrant(s)/1,000 population (2013 est.);6.63
Slovakia;0.04 migrant(s)/1,000 population (2015 est.);0.04
Slovenia;0.37 migrant(s)/1,000 population (2015 est.);0.37
Solomon Islands;-1.75 migrant(s)/1,000 population (2015 est.);-1.75
Somalia;-8.49 migrant(s)/1,000 population (2015 est.);-8.49
South Africa;"2.42 migrant(s)/1,000 population
note: Zimbabweans are increasingly migrating into South Africa and Botswana in search of better economic opportunities (2015 est.)";2.42
South Sudan;11.47 migrant(s)/1,000 population (2015 est.);11.47
Spain;8.31 migrant(s)/1,000 population (2015 est.);8.31
Sri Lanka;-1.35 migrant(s)/1,000 population (2015 est.);-1.35
Sudan;-4.29 migrant(s)/1,000 population (2015 est.);-4.29
Suriname;0.56 migrant(s)/1,000 population (2015 est.);0.56
Swaziland;0 migrant(s)/1,000 population (2015 est.);0
Sweden;5.42 migrant(s)/1,000 population (2015 est.);5.42
Switzerland;4.74 migrant(s)/1,000 population (2015 est.);4.74
Syria;-19.79 migrant(s)/1,000 population (2015 est.);-19.79
Taiwan;0.89 migrant(s)/1,000 population (2015 est.);0.89
Tajikistan;-1.15 migrant(s)/1,000 population (2015 est.);-1.15
Tanzania;-0.54 migrant(s)/1,000 population (2015 est.);-0.54
Thailand;0 migrant(s)/1,000 population (2015 est.);0
Timor-Leste;-3.86 migrant(s)/1,000 population (2015 est.);-3.86
Togo;0 migrant(s)/1,000 population (2015 est.);0
Tonga;-17.84 migrant(s)/1,000 population (2015 est.);-17.84
Trinidad and Tobago;-6.25 migrant(s)/1,000 population (2015 est.);-6.25
Tunisia;-1.73 migrant(s)/1,000 population (2015 est.);-1.73
Turkey;2.16 migrant(s)/1,000 population (2015 est.);2.16
Turkmenistan;-1.84 migrant(s)/1,000 population (2015 est.);-1.84
Turks and Caicos Islands;9.94 migrant(s)/1,000 population (2015 est.);9.94
Tuvalu;-6.81 migrant(s)/1,000 population (2015 est.);-6.81
Uganda;-0.74 migrant(s)/1,000 population (2015 est.);-0.74
Ukraine;-2.25 migrant(s)/1,000 population (2015 est.);-2.25
United Arab Emirates;12.36 migrant(s)/1,000 population (2015 est.);12.36
United Kingdom;2.54 migrant(s)/1,000 population (2015 est.);2.54
United States;3.86 migrant(s)/1,000 population (2015 est.);3.86
Uruguay;-0.9 migrant(s)/1,000 population (2015 est.);-0.9
Uzbekistan;-2.37 migrant(s)/1,000 population (2015 est.);-2.37
Vanuatu;-1.47 migrant(s)/1,000 population (2015 est.);-1.47
Venezuela;0 migrant(s)/1,000 population (2015 est.);0
Vietnam;-0.3 migrant(s)/1,000 population (2015 est.);-0.3
Virgin Islands;-7.67 migrant(s)/1,000 population (2015 est.);-7.67
Wallis and Futuna;"-5.06 migrant(s)/1,000 population
note: there has been steady emigration from Wallis and Futuna to New Caledonia (2015 est.)";-5.06
West Bank;0 migrant(s)/1,000 population (2015 est.);0
Yemen;1 migrant(s)/1,000 population (2015 est.);1
Zambia;-0.68 migrant(s)/1,000 population (2015 est.);-0.68
Zimbabwe;0 migrant(s)/1,000 population;0
