Slovakia;-1.7% of GDP (2016 est.);-1.7
Slovenia;-1.8% of GDP (2016 est.);-1.8
Solomon Islands;-2.1% of GDP (2016 est.);-2.1
Somalia;-0.1% of GDP (2014 est.);-0.1
South Africa;-3.5% of GDP (2016 est.);-3.5
South Sudan;-62.5% of GDP (FY2013 est.);-62.5
Spain;-4.5% of GDP (2016 est.);-4.5
Sri Lanka;-5.3% of GDP (2016 est.);-5.3
Sudan;-4.7% of GDP (2016 est.);-4.7
Suriname;-8.1% of GDP (2016 est.);-8.1
Svalbard;NA% of GDP;NA
Swaziland;-12.3% of GDP (2016 est.);-12.3
Sweden;0.9% of GDP (2016 est.);0.9
Switzerland;0.7% of GDP (2016 est.);0.7
Syria;-9.7% of GDP (2016 est.);-9.7
Taiwan;-0.3% of GDP (2016 est.);-0.3
Tajikistan;-1.7% of GDP (2016 est.);-1.7
Tanzania;-3.3% of GDP (2016 est.);-3.3
Thailand;-2.7% of GDP (2016 est.);-2.7
Timor-Leste;-76.1% of GDP (2016 est.);-76.1
Togo;-5.7% of GDP (2016 est.);-5.7
Tonga;0% of GDP (2016 est.);0
Trinidad and Tobago;-5.2% of GDP (2016 est.);-5.2
Tunisia;-5.4% of GDP (2016 est.);-5.4
Turkey;-1.1% of GDP (2016 est.);-1.1
Turkmenistan;-1.3% of GDP (2016 est.);-1.3
Tuvalu;30.1% of GDP (2013 est.);30.1
Uganda;-4.5% of GDP (2016 est.);-4.5
Ukraine;-2.2% of GDP (2016 est.);-2.2
United Arab Emirates;-7.3% of GDP (2016 est.);-7.3
United Kingdom;-2.9% of GDP (2016 est.);-2.9
United States;-3.2% of GDP (2016 est.);-3.2
Uruguay;-3.9% of GDP (2016 est.);-3.9
Uzbekistan;0.1% of GDP (2016 est.);0.1
Vanuatu;0.6% of GDP (2016 est.);0.6
Venezuela;-48% of GDP (2016 est.);-48
Vietnam;-5.6% of GDP (2016 est.);-5.6
Virgin Islands;-6.5% of GDP (2013);-6.5
Wallis and Futuna;NA% of GDP;NA
West Bank;1.1% of GDP (2016 est.);1.1
Western Sahara;NA%;NA
World;-3.2% of GDP (2016 est.);-3.2
Yemen;-11.8% of GDP (2016 est.);-11.8
Zambia;-9.8% of GDP (2016 est.);-9.8
Zimbabwe;-9.9% of GDP (2016 est.);-9.9
